Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/10          MechTorso [62]
                0.00    0.00       1/10          MechHip [55]
                0.00    0.00       1/10          Shoulder [57]
                0.00    0.00       1/10          UpperArm [53]
                0.00    0.00       1/10          VulcanGun [44]
                0.00    0.00       1/10          ForeArm [60]
                0.00    0.00       1/10          UpperLeg [54]
                0.00    0.00       1/10          Foot [63]
                0.00    0.00       1/10          RocketPod [47]
                0.00    0.00       1/10          Enviro [58]
[48]     0.1    0.00    0.00      10         glNewList [48]
                0.00    0.00      10/5125        glopCallList [9]
-----------------------------------------------
                0.00    0.00       1/12675       VulcanGun [44]
                0.00    0.00       1/12675       ForeArm [60]
                0.00    0.00       1/12675       Foot [63]
                0.00    0.00       2/12675       MechTorso [62]
                0.00    0.00       2/12675       Shoulder [57]
                0.00    0.00       2/12675       Enviro [58]
                0.00    0.00       3/12675       MechHip [55]
                0.00    0.00       3/12675       UpperArm [53]
                0.00    0.00       4/12675       UpperLeg [54]
                0.00    0.00      14/12675       RocketPod [47]
                0.00    0.00   12642/12675       LowerLeg [5]
[49]     0.1    0.00    0.00   12675         glColor3f [49]
                0.00    0.00   12675/12675       glColor4f [50]
-----------------------------------------------
                0.00    0.00   12675/12675       glColor3f [49]
[50]     0.1    0.00    0.00   12675         glColor4f [50]
                0.00    0.00   12675/10677706     gl_add_op [6]
-----------------------------------------------
                0.00    0.00    1203/7223        display [2]
                0.00    0.00    2408/7223        LowerLeg [5]
                0.00    0.00    3612/7223        DrawMech [4]
[51]     0.1    0.00    0.00    7223         glPushMatrix [51]
                0.00    0.00    7223/10677706     gl_add_op [6]
-----------------------------------------------
                0.00    0.00    1201/7221        display [2]
                0.00    0.00    2408/7221        LowerLeg [5]
                0.00    0.00    3612/7221        DrawMech [4]
[52]     0.1    0.00    0.00    7221         glPopMatrix [52]
                0.00    0.00    7221/10677706     gl_add_op [6]
-----------------------------------------------
                0.00    0.00       1/1           init [35]
[53]     0.1    0.00    0.00       1         UpperArm [53]
                0.00    0.00       3/635         gluCylinder [20]
                0.00    0.00       1/10          glNewList [48]
                0.00    0.00       2/1219        gluDisk [19]
                0.00    0.00       1/7583        Box [21]
                0.00    0.00       3/12676       SetMaterial [37]
                0.00    0.00       5/22741       glTranslatef [46]
                0.00    0.00       4/44511       glRotatef [43]
                0.00    0.00       3/12675       glColor3f [49]
                0.00    0.00       2/2427        glScalef [59]
                0.00    0.00       5/6673        gluNewQuadric [98]
                0.00    0.00       1/10          glEndList [118]
-----------------------------------------------
                0.00    0.00       1/1           init [35]
[54]     0.1    0.00    0.00       1         UpperLeg [54]
                0.00    0.00       2/635         gluCylinder [20]
                0.00    0.00       1/10          glNewList [48]
                0.00    0.00       2/1219        gluDisk [19]
                0.00    0.00      14/7583        Box [21]
                0.00    0.00      19/22741       glTranslatef [46]
                0.00    0.00       4/12676       SetMaterial [37]
                0.00    0.00       4/12675       glColor3f [49]
                0.00    0.00       2/2427        glScalef [59]
                0.00    0.00       2/44511       glRotatef [43]
                0.00    0.00       4/6673        gluNewQuadric [98]
                0.00    0.00       1/10          glEndList [118]
-----------------------------------------------
                0.00    0.00       1/1           init [35]
[55]     0.0    0.00    0.00       1         MechHip [55]
                0.00    0.00       2/4819        gluSphere [8]
                0.00    0.00       1/10          glNewList [48]
                0.00    0.00       1/2           Octagon [65]
                0.00    0.00       3/12676       SetMaterial [37]
                0.00    0.00       4/22741       glTranslatef [46]
                0.00    0.00       3/12675       glColor3f [49]
                0.00    0.00       2/2427        glScalef [59]
                0.00    0.00       2/6673        gluNewQuadric [98]
                0.00    0.00       1/10          glEndList [118]
-----------------------------------------------
                0.00    0.00     600/5115        display [2]
                0.00    0.00     602/5115        LowerLeg [5]
                0.00    0.00    3913/5115        DrawMech [4]
[56]     0.0    0.00    0.00    5115         glCallList [56]
                0.00    0.00    5115/10677706     gl_add_op [6]
-----------------------------------------------
                0.00    0.00       1/1           init [35]
[57]     0.0    0.00    0.00       1         Shoulder [57]
                0.00    0.00       1/4819        gluSphere [8]
                0.00    0.00       1/10          glNewList [48]
                0.00    0.00       1/7583        Box [21]
                0.00    0.00       2/12676       SetMaterial [37]
                0.00    0.00       2/22741       glTranslatef [46]
                0.00    0.00       2/12675       glColor3f [49]
                0.00    0.00       1/6673        gluNewQuadric [98]
                0.00    0.00       1/10          glEndList [118]
-----------------------------------------------
                0.00    0.00       1/1           init [35]
[58]     0.0    0.00    0.00       1         Enviro [58]
                0.00    0.00      25/7583        Box [21]
                0.00    0.00       1/10          glNewList [48]
                0.00    0.00      43/22741       glTranslatef [46]
                0.00    0.00      12/2427        glScalef [59]
                0.00    0.00       2/12676       SetMaterial [37]
                0.00    0.00       2/12675       glColor3f [49]
                0.00    0.00       1/10          glEndList [118]
-----------------------------------------------
                0.00    0.00       1/2427        RocketPod [47]
                0.00    0.00       2/2427        MechHip [55]
                0.00    0.00       2/2427        UpperArm [53]
                0.00    0.00       2/2427        UpperLeg [54]
                0.00    0.00      12/2427        Enviro [58]
                0.00    0.00    1204/2427        LowerLeg [5]
                0.00    0.00    1204/2427        DrawMech [4]
[59]     0.0    0.00    0.00    2427         glScalef [59]
                0.00    0.00    2427/10677706     gl_add_op [6]
-----------------------------------------------
                0.00    0.00       1/1           init [35]
[60]     0.0    0.00    0.00       1         ForeArm [60]
                0.00    0.00       1/10          glNewList [48]
                0.00    0.00      11/7583        Box [21]
                0.00    0.00      12/22741       glTranslatef [46]
                0.00    0.00       1/12676       SetMaterial [37]
                0.00    0.00       1/12675       glColor3f [49]
                0.00    0.00       1/10          glEndList [118]
-----------------------------------------------
                               49208             gl_draw_triangle_clip <cycle 1> [61]
                               22494             gl_draw_triangle <cycle 1> [11]
[61]     0.0    0.00    0.00   22494+49208   gl_draw_triangle_clip <cycle 1> [61]
                0.00    0.00   59670/13135834     gl_transform_to_viewport [23]
                0.00    0.00   19272/19272       clip_xmax [90]
                0.00    0.00   18108/18108       clip_xmin [91]
                0.00    0.00   17330/17330       clip_zmax [92]
                0.00    0.00    7394/7394        clip_ymin [94]
                               40569             gl_draw_triangle <cycle 1> [11]
                               49208             gl_draw_triangle_clip <cycle 1> [61]
-----------------------------------------------
                0.00    0.00       1/1           init [35]
[62]     0.0    0.00    0.00       1         MechTorso [62]
                0.00    0.00       1/10          glNewList [48]
                0.00    0.00       3/7583        Box [21]
                0.00    0.00       2/12676       SetMaterial [37]
                0.00    0.00       3/22741       glTranslatef [46]
                0.00    0.00       2/12675       glColor3f [49]
                0.00    0.00       1/10          glEndList [118]
-----------------------------------------------
                0.00    0.00       1/1           init [35]
[63]     0.0    0.00    0.00       1         Foot [63]
                0.00    0.00       1/10          glNewList [48]
                0.00    0.00       1/2           Octagon [65]
                0.00    0.00       1/12676       SetMaterial [37]
                0.00    0.00       2/44511       glRotatef [43]
                0.00    0.00       1/12675       glColor3f [49]
                0.00    0.00       1/10          glEndList [118]
-----------------------------------------------
                0.00    0.00       1/1506        init [35]
                0.00    0.00     301/1506        display [2]
                0.00    0.00    1204/1506        lighting [45]
[64]     0.0    0.00    0.00    1506         glEnable [64]
                0.00    0.00    1506/10677706     gl_add_op [6]
-----------------------------------------------
                0.00    0.00       1/2           MechHip [55]
                0.00    0.00       1/2           Foot [63]
[65]     0.0    0.00    0.00       2         Octagon [65]
                0.00    0.00     160/3313996     glVertex3f [15]
                0.00    0.00      48/3107595     glNormal3f [16]
                0.00    0.00      32/22741       glTranslatef [46]
                0.00    0.00      32/168559      glEnd [29]
                0.00    0.00      32/168559      glBegin [28]
                0.00    0.00      16/44511       glRotatef [43]
-----------------------------------------------
                0.00    0.00     301/301         display [2]
[66]     0.0    0.00    0.00     301         glClear [66]
                0.00    0.00     301/10677706     gl_add_op [6]
-----------------------------------------------
                0.00    0.00     301/301         display [2]
[67]     0.0    0.00    0.00     301         glClearColor [67]
                0.00    0.00     301/10677706     gl_add_op [6]
-----------------------------------------------
                0.00    0.00     301/301         lighting [45]
[68]     0.0    0.00    0.00     301         glDisable [68]
                0.00    0.00     301/10677706     gl_add_op [6]
-----------------------------------------------
                0.00    0.00     301/301         lighting [45]
[69]     0.0    0.00    0.00     301         glLightf [69]
                0.00    0.00     301/10677706     gl_add_op [6]
-----------------------------------------------
                0.00    0.00     301/301         lighting [45]
[70]     0.0    0.00    0.00     301         glLightfv [70]
                0.00    0.00     301/10677706     gl_add_op [6]
-----------------------------------------------
                0.00    0.00     301/301         lighting [45]
[71]     0.0    0.00    0.00     301         glPolygonMode [71]
                0.00    0.00     301/10677706     gl_add_op [6]
-----------------------------------------------
                0.00    0.00       4/4           ui_loop [1]
[72]     0.0    0.00    0.00       4         reshape [72]
                0.00    0.00       8/11          glMatrixMode [74]
                0.00    0.00       8/11          glLoadIdentity [73]
                0.00    0.00       4/22741       glTranslatef [46]
                0.00    0.00       4/5           glViewport [77]
                0.00    0.00       4/4           gluPerspective [79]
-----------------------------------------------
                0.00    0.00       3/11          glInit [76]
                0.00    0.00       8/11          reshape [72]
[73]     0.0    0.00    0.00      11         glLoadIdentity [73]
                0.00    0.00      11/10677706     gl_add_op [6]
-----------------------------------------------
                0.00    0.00       3/11          glInit [76]
                0.00    0.00       8/11          reshape [72]
[74]     0.0    0.00    0.00      11         glMatrixMode [74]
                0.00    0.00      11/10677706     gl_add_op [6]
-----------------------------------------------
                0.00    0.00       1/1           ui_loop [1]
[75]     0.0    0.00    0.00       1         glXMakeCurrent [75]
                0.00    0.00       1/1           glInit [76]
                0.00    0.00       1/5           glViewport [77]
                0.00    0.00       1/11          gl_malloc [115]
                0.00    0.00       1/3           gl_free [121]
                0.00    0.00       1/1           ZB_open [122]
                0.00    0.00       1/301         gl_get_context [106]
-----------------------------------------------
                0.00    0.00       1/1           glXMakeCurrent [75]
[76]     0.0    0.00    0.00       1         glInit [76]
                0.00    0.00       3/11          glLoadIdentity [73]
                0.00    0.00       3/11          glMatrixMode [74]
                0.00    0.00      73/73          gl_V4_New [112]
                0.00    0.00      48/48          gl_V3_New [113]
                0.00    0.00       4/494         gl_zalloc [103]
                0.00    0.00       1/11          gl_malloc [115]
                0.00    0.00       1/1           initSharedState [130]
                0.00    0.00       1/1           glInitTextures [125]
-----------------------------------------------
                0.00    0.00       1/5           glXMakeCurrent [75]
                0.00    0.00       4/5           reshape [72]
[77]     0.0    0.00    0.00       5         glViewport [77]
                0.00    0.00       5/10677706     gl_add_op [6]
-----------------------------------------------
                0.00    0.00       4/4           gluPerspective [79]
[78]     0.0    0.00    0.00       4         glFrustum [78]
                0.00    0.00       4/10677706     gl_add_op [6]
-----------------------------------------------
                0.00    0.00       4/4           reshape [72]
[79]     0.0    0.00    0.00       4         gluPerspective [79]
                0.00    0.00       4/4           glFrustum [78]
-----------------------------------------------
                0.00    0.00       4/4           gl_add_op [6]
[80]     0.0    0.00    0.00       4         glopFrustum [80]
                0.00    0.00       4/192444      gl_M4_MulLeft [38]
-----------------------------------------------
                0.00    0.00 3332672/11808832     gl_add_op [6]
                0.00    0.00 8476160/11808832     glopCallList [9]
[81]     0.0    0.00    0.00 11808832         glopTexCoord [81]
-----------------------------------------------
                0.00    0.00  167356/803270      gl_add_op [6]
                0.00    0.00  635914/803270      glopCallList [9]
[82]     0.0    0.00    0.00  803270         glopEnd [82]
                0.00    0.00    1204/4816        gl_draw_line [100]
-----------------------------------------------
                0.00    0.00  201470/201470      glopBegin [24]
[83]     0.0    0.00    0.00  201470         gl_M4_IsId [83]
-----------------------------------------------
                0.00    0.00  200266/200266      glopBegin [24]
[84]     0.0    0.00    0.00  200266         gl_M4_Transpose [84]
-----------------------------------------------
                0.00    0.00  192440/192440      glopRotate [42]
[85]     0.0    0.00    0.00  192440         gl_M4_Rotate [85]
-----------------------------------------------
                0.00    0.00   22577/107373      gl_add_op [6]
                0.00    0.00   84796/107373      glopCallList [9]
[86]     0.0    0.00    0.00  107373         glopTranslate [86]
-----------------------------------------------
                0.00    0.00   50572/107144      gl_add_op [6]
                0.00    0.00   56572/107144      glopCallList [9]
[87]     0.0    0.00    0.00  107144         glopMaterial [87]
-----------------------------------------------
                0.00    0.00      10/52384       glEndList [118]
                0.00    0.00   52374/52384       gl_add_op [6]
[88]     0.0    0.00    0.00   52384         gl_compile_op [88]
                0.00    0.00     467/494         gl_zalloc [103]
-----------------------------------------------
                0.00    0.00   12642/26785       gl_add_op [6]
                0.00    0.00   14143/26785       glopCallList [9]
[89]     0.0    0.00    0.00   26785         glopColor [89]
-----------------------------------------------
                0.00    0.00   19272/19272       gl_draw_triangle_clip <cycle 1> [61]
[90]     0.0    0.00    0.00   19272         clip_xmax [90]
-----------------------------------------------
                0.00    0.00   18108/18108       gl_draw_triangle_clip <cycle 1> [61]
[91]     0.0    0.00    0.00   18108         clip_xmin [91]
-----------------------------------------------
                0.00    0.00   17330/17330       gl_draw_triangle_clip <cycle 1> [61]
[92]     0.0    0.00    0.00   17330         clip_zmax [92]
-----------------------------------------------
                0.00    0.00    2408/12919       gl_add_op [6]
                0.00    0.00   10511/12919       glopCallList [9]
[93]     0.0    0.00    0.00   12919         glopScale [93]
-----------------------------------------------
                0.00    0.00    7394/7394        gl_draw_triangle_clip <cycle 1> [61]
[94]     0.0    0.00    0.00    7394         clip_ymin [94]
-----------------------------------------------
                0.00    0.00    7223/7223        glopPushMatrix [96]
[95]     0.0    0.00    0.00    7223         gl_M4_Move [95]
-----------------------------------------------
                0.00    0.00    7223/7223        gl_add_op [6]
[96]     0.0    0.00    0.00    7223         glopPushMatrix [96]
                0.00    0.00    7223/7223        gl_M4_Move [95]
-----------------------------------------------
                0.00    0.00    7221/7221        gl_add_op [6]
[97]     0.0    0.00    0.00    7221         glopPopMatrix [97]
-----------------------------------------------
                0.00    0.00       1/6673        Shoulder [57]
                0.00    0.00       2/6673        MechHip [55]
                0.00    0.00       4/6673        UpperLeg [54]
                0.00    0.00       5/6673        UpperArm [53]
                0.00    0.00      12/6673        RocketPod [47]
                0.00    0.00      27/6673        VulcanGun [44]
                0.00    0.00    6622/6673        LowerLeg [5]
[98]     0.0    0.00    0.00    6673         gluNewQuadric [98]
-----------------------------------------------
                0.00    0.00    4816/4816        gl_draw_line [100]
[99]     0.0    0.00    0.00    4816         ZB_line_z [99]
-----------------------------------------------
                0.00    0.00    1204/4816        glopEnd [82]
                0.00    0.00    3612/4816        glopVertex [7]
[100]    0.0    0.00    0.00    4816         gl_draw_line [100]
                0.00    0.00    4816/4816        ZB_line_z [99]
-----------------------------------------------
                0.00    0.00    1204/1204        glopBegin [24]
[101]    0.0    0.00    0.00    1204         gl_M4_Mul [101]
-----------------------------------------------
                0.00    0.00     602/602         gl_add_op [6]
[102]    0.0    0.00    0.00     602         glopLight [102]
                0.00    0.00     301/301         gl_M4_MulV4 [105]
-----------------------------------------------
                0.00    0.00       1/494         alloc_texture [124]
                0.00    0.00       2/494         initSharedState [130]
                0.00    0.00       4/494         glInit [76]
                0.00    0.00      20/494         glopCallList [9]
                0.00    0.00     467/494         gl_compile_op [88]
[103]    0.0    0.00    0.00     494         gl_zalloc [103]
-----------------------------------------------
                0.00    0.00     301/301         idle [3]
[104]    0.0    0.00    0.00     301         animation_walk [104]
-----------------------------------------------
                0.00    0.00     301/301         glopLight [102]
[105]    0.0    0.00    0.00     301         gl_M4_MulV4 [105]
-----------------------------------------------
                0.00    0.00       1/301         glXMakeCurrent [75]
                0.00    0.00     300/301         glXSwapBuffers [110]
[106]    0.0    0.00    0.00     301         gl_get_context [106]
-----------------------------------------------
                0.00    0.00     301/301         gl_add_op [6]
[107]    0.0    0.00    0.00     301         glopClearColor [107]
-----------------------------------------------
                0.00    0.00     301/301         gl_add_op [6]
[108]    0.0    0.00    0.00     301         glopPolygonMode [108]
-----------------------------------------------
                0.00    0.00     300/300         display [2]
[109]    0.0    0.00    0.00     300         glFlush [109]
-----------------------------------------------
                0.00    0.00     300/300         tkSwapBuffers [111]
[110]    0.0    0.00    0.00     300         glXSwapBuffers [110]
                0.00    0.00     300/301         gl_get_context [106]
-----------------------------------------------
                0.00    0.00     300/300         display [2]
[111]    0.0    0.00    0.00     300         tkSwapBuffers [111]
                0.00    0.00     300/300         glXSwapBuffers [110]
-----------------------------------------------
                0.00    0.00      73/73          glInit [76]
[112]    0.0    0.00    0.00      73         gl_V4_New [112]
-----------------------------------------------
                0.00    0.00      48/48          glInit [76]
[113]    0.0    0.00    0.00      48         gl_V3_New [113]
-----------------------------------------------
                0.00    0.00      11/11          glopLoadIdentity [116]
[114]    0.0    0.00    0.00      11         gl_M4_Id [114]
-----------------------------------------------
                0.00    0.00       1/11          glInit [76]
                0.00    0.00       1/11          ZB_resize [123]
                0.00    0.00       1/11          glX_resize_viewport [128]
                0.00    0.00       1/11          glXCreateContext [127]
                0.00    0.00       1/11          glXMakeCurrent [75]
                0.00    0.00       3/11          ZB_open [122]
                0.00    0.00       3/11          specbuf_get_buffer [31]
[115]    0.0    0.00    0.00      11         gl_malloc [115]
-----------------------------------------------
                0.00    0.00      11/11          gl_add_op [6]
[116]    0.0    0.00    0.00      11         glopLoadIdentity [116]
                0.00    0.00      11/11          gl_M4_Id [114]
-----------------------------------------------
                0.00    0.00      11/11          gl_add_op [6]
[117]    0.0    0.00    0.00      11         glopMatrixMode [117]
-----------------------------------------------
                0.00    0.00       1/10          MechTorso [62]
                0.00    0.00       1/10          MechHip [55]
                0.00    0.00       1/10          Shoulder [57]
                0.00    0.00       1/10          UpperArm [53]
                0.00    0.00       1/10          VulcanGun [44]
                0.00    0.00       1/10          ForeArm [60]
                0.00    0.00       1/10          UpperLeg [54]
                0.00    0.00       1/10          Foot [63]
                0.00    0.00       1/10          RocketPod [47]
                0.00    0.00       1/10          Enviro [58]
[118]    0.0    0.00    0.00      10         glEndList [118]
                0.00    0.00      10/52384       gl_compile_op [88]
-----------------------------------------------
                0.00    0.00       5/5           gl_add_op [6]
[119]    0.0    0.00    0.00       5         glopViewport [119]
                0.00    0.00       1/1           glX_resize_viewport [128]
                0.00    0.00       1/1           tgl_trace [131]
-----------------------------------------------
                0.00    0.00       3/3           ui_loop [1]
[120]    0.0    0.00    0.00       3         glXWaitX [120]
-----------------------------------------------
                0.00    0.00       1/3           glXMakeCurrent [75]
                0.00    0.00       2/3           ZB_resize [123]
[121]    0.0    0.00    0.00       3         gl_free [121]
-----------------------------------------------
                0.00    0.00       1/1           glXMakeCurrent [75]
[122]    0.0    0.00    0.00       1         ZB_open [122]
                0.00    0.00       3/11          gl_malloc [115]
-----------------------------------------------
                0.00    0.00       1/1           glX_resize_viewport [128]
[123]    0.0    0.00    0.00       1         ZB_resize [123]
                0.00    0.00       2/3           gl_free [121]
                0.00    0.00       1/11          gl_malloc [115]
-----------------------------------------------
                0.00    0.00       1/1           initSharedState [130]
[124]    0.0    0.00    0.00       1         alloc_texture [124]
                0.00    0.00       1/494         gl_zalloc [103]
-----------------------------------------------
                0.00    0.00       1/1           glInit [76]
[125]    0.0    0.00    0.00       1         glInitTextures [125]
-----------------------------------------------
                0.00    0.00       1/1           ui_loop [1]
[126]    0.0    0.00    0.00       1         glXChooseVisual [126]
-----------------------------------------------
                0.00    0.00       1/1           ui_loop [1]
[127]    0.0    0.00    0.00       1         glXCreateContext [127]
                0.00    0.00       1/11          gl_malloc [115]
-----------------------------------------------
                0.00    0.00       1/1           glopViewport [119]
[128]    0.0    0.00    0.00       1         glX_resize_viewport [128]
                0.00    0.00       1/1           ZB_resize [123]
                0.00    0.00       1/11          gl_malloc [115]
-----------------------------------------------
                0.00    0.00       1/1           glopBegin [24]
[129]    0.0    0.00    0.00       1         gl_eval_viewport [129]
-----------------------------------------------
                0.00    0.00       1/1           glInit [76]
[130]    0.0    0.00    0.00       1         initSharedState [130]
                0.00    0.00       2/494         gl_zalloc [103]
                0.00    0.00       1/1           alloc_texture [124]
-----------------------------------------------
                0.00    0.00       1/1           glopViewport [119]
[131]    0.0    0.00    0.00       1         tgl_trace [131]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2015 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

  [21] Box                    [70] glLightfv             [106] gl_get_context
   [4] DrawMech               [73] glLoadIdentity        [115] gl_malloc
  [58] Enviro                 [36] glMaterialfv           [17] gl_shade_vertex
  [63] Foot                   [74] glMatrixMode           [23] gl_transform_to_viewport
  [60] ForeArm                [48] glNewList             [103] gl_zalloc
   [5] LowerLeg               [16] glNormal3f             [24] glopBegin
  [25] Matrix_Inv             [71] glPolygonMode           [9] glopCallList
  [55] MechHip                [52] glPopMatrix            [40] glopClear
  [62] MechTorso              [51] glPushMatrix          [107] glopClearColor
  [65] Octagon                [43] glRotatef              [89] glopColor
  [47] RocketPod              [59] glScalef               [32] glopEnableDisable
  [37] SetMaterial            [14] glTexCoord2f           [82] glopEnd
  [57] Shoulder               [46] glTranslatef           [80] glopFrustum
  [53] UpperArm               [22] glVertex2f            [102] glopLight
  [54] UpperLeg               [15] glVertex3f            [116] glopLoadIdentity
  [44] VulcanGun              [77] glViewport             [87] glopMaterial
  [39] ZB_clear              [126] glXChooseVisual       [117] glopMatrixMode
  [13] ZB_fillTriangleSmooth [127] glXCreateContext       [30] glopNormal
  [99] ZB_line_z              [75] glXMakeCurrent        [108] glopPolygonMode
 [122] ZB_open               [110] glXSwapBuffers         [97] glopPopMatrix
 [123] ZB_resize             [120] glXWaitX               [96] glopPushMatrix
 [124] alloc_texture         [128] glX_resize_viewport    [42] glopRotate
 [104] animation_walk         [41] gl_M3_Inv              [93] glopScale
  [90] clip_xmax (clip.c)    [114] gl_M4_Id               [81] glopTexCoord
  [91] clip_xmin (clip.c)     [26] gl_M4_Inv              [86] glopTranslate
  [94] clip_ymin (clip.c)     [83] gl_M4_IsId              [7] glopVertex
  [92] clip_zmax (clip.c)     [95] gl_M4_Move            [119] glopViewport
   [2] display               [101] gl_M4_Mul              [20] gluCylinder
  [28] glBegin                [38] gl_M4_MulLeft          [19] gluDisk
  [56] glCallList            [105] gl_M4_MulV4            [98] gluNewQuadric
  [66] glClear                [85] gl_M4_Rotate           [79] gluPerspective
  [67] glClearColor           [84] gl_M4_Transpose         [8] gluSphere
  [49] glColor3f             [113] gl_V3_New               [3] idle
  [50] glColor4f              [18] gl_V3_Norm             [35] init
  [68] glDisable             [112] gl_V4_New             [130] initSharedState
  [64] glEnable                [6] gl_add_op              [45] lighting
  [29] glEnd                  [88] gl_compile_op          [27] normal3f (glu.c)
 [118] glEndList             [100] gl_draw_line           [72] reshape
 [109] glFlush                [11] gl_draw_triangle       [31] specbuf_get_buffer
  [78] glFrustum              [61] gl_draw_triangle_clip (clip.c) [131] tgl_trace
  [34] glGenLists             [12] gl_draw_triangle_fill [111] tkSwapBuffers
  [76] glInit                 [33] gl_enable_disable_light [10] <cycle 1>
 [125] glInitTextures        [129] gl_eval_viewport
  [69] glLightf              [121] gl_free
